user_id,device,user_type,country,traffic_source,time_on _site,n_pages_visited,added,bought
10979,Desktop,Returning,France,Direct,47,7,No,No
10980,Mobile,Returning,Other,Discovery,170,2,No,No
10981,Desktop,Returning,France,Search,90,3,No,No
10982,Mobile,Returning,Other,Discovery,77,6,No,No
10983,Mobile,Returning,Netherlands,Discovery,293,1,No,No
10984,Desktop,Returning,United Kingdom,Direct,7,2,No,No
10985,Desktop,Returning,Other,Discovery,274,3,Yes,No
10986,Desktop,Returning,Netherlands,Search,79,1,No,No
10987,Desktop,Returning,France,Discovery,15,3,No,No
10988,Desktop,Returning,France,Direct,283,0,No,No
10989,Mobile,Returning,Other,Search,40,2,No,No
10990,Desktop,Returning,United Kingdom,Search,122,8,Yes,Yes
10991,Desktop,Returning,Other,Search,315,0,No,No
10992,Desktop,Returning,Other,Search,37,1,Yes,No
10993,Desktop,Returning,France,Discovery,63,2,No,No
10994,Desktop,New,Other,Discovery,70,3,No,No
10995,Mobile,Returning,France,Direct,189,8,No,No
10996,Desktop,Returning,Netherlands,Discovery,40,5,No,No
10997,Desktop,Returning,United Kingdom,Search,61,0,No,No
10998,Mobile,New,Netherlands,Direct,108,1,No,No
10999,Desktop,Returning,Netherlands,Direct,193,1,No,No
11000,Desktop,Returning,United Kingdom,Discovery,22,1,No,No
11001,Mobile,Returning,United Kingdom,Search,382,3,No,No
11002,Desktop,Returning,Germany,Discovery,63,4,No,No
11003,Mobile,Returning,Other,Direct,298,3,No,No
11004,Desktop,New,Netherlands,Search,138,1,No,No
11005,Desktop,Returning,United Kingdom,Discovery,90,3,No,No
11006,Desktop,Returning,Netherlands,Direct,152,3,No,No
11007,Mobile,Returning,Other,Direct,9,0,No,No
11008,Desktop,Returning,France,Discovery,155,7,No,No
11009,Desktop,Returning,United Kingdom,Search,33,2,No,No
11010,Desktop,Returning,United Kingdom,Search,33,2,Yes,No
11011,Desktop,Returning,United Kingdom,Search,443,0,Yes,No
11012,Desktop,Returning,United Kingdom,Direct,478,1,No,No
11013,Desktop,Returning,Germany,Direct,441,4,No,No
11014,Desktop,Returning,United Kingdom,Search,176,3,No,No
11015,Desktop,Returning,Germany,Search,345,0,No,No
11016,Mobile,New,Germany,Direct,343,3,No,No
11017,Desktop,New,Other,Search,13,9,No,No
11018,Desktop,Returning,Germany,Search,252,1,No,No
11019,Desktop,Returning,Other,Search,408,7,No,No
11020,Desktop,Returning,France,Direct,85,0,No,No
11021,Desktop,Returning,France,Discovery,22,5,No,No
11022,Desktop,Returning,Netherlands,Search,98,8,No,No
11023,Desktop,New,Netherlands,Search,23,2,No,No
11024,Mobile,Returning,Netherlands,Direct,51,0,No,No
11025,Desktop,Returning,United Kingdom,Direct,460,1,No,No
11026,Desktop,Returning,United Kingdom,Direct,208,0,No,No
11027,Desktop,Returning,United Kingdom,Discovery,140,0,No,No
11028,Desktop,Returning,Germany,Search,8,1,No,No
11029,Desktop,New,France,Direct,114,0,No,No
11030,Desktop,Returning,United Kingdom,Search,54,2,No,No
11031,Desktop,New,Germany,Direct,247,0,No,No
11032,Mobile,Returning,Other,Direct,501,0,No,No
11033,Desktop,Returning,France,Search,328,0,Yes,No
11034,Desktop,Returning,Other,Direct,503,7,No,No
11035,Desktop,Returning,United Kingdom,Discovery,16,1,Yes,Yes
11036,Desktop,Returning,Netherlands,Direct,273,0,No,No
11037,Desktop,Returning,France,Discovery,154,1,No,No
11038,Desktop,Returning,France,Discovery,11,6,No,No
11039,Desktop,Returning,Other,Discovery,210,2,No,No
11040,Desktop,Returning,Germany,Discovery,131,1,Yes,No
11041,Desktop,Returning,Netherlands,Direct,57,1,No,No
11042,Desktop,Returning,Germany,Direct,2,5,No,No
11043,Desktop,Returning,Other,Direct,390,0,No,No
11044,Desktop,Returning,Other,Direct,173,1,No,No
11045,Desktop,Returning,France,Direct,140,5,No,No
11046,Desktop,Returning,Other,Discovery,103,2,No,No
11047,Desktop,Returning,United Kingdom,Search,343,0,No,No
11048,Desktop,Returning,France,Discovery,211,1,Yes,No
11049,Desktop,New,France,Search,165,1,No,No
11050,Mobile,New,Netherlands,Discovery,148,0,No,No
11051,Mobile,Returning,Netherlands,Direct,146,0,No,No
11052,Desktop,Returning,Netherlands,Discovery,282,0,No,No
11053,Desktop,Returning,Netherlands,Direct,56,2,No,No
11054,Desktop,Returning,Other,Search,183,3,No,No
11055,Desktop,Returning,France,Search,230,7,No,No
11056,Desktop,Returning,Other,Search,255,3,No,No
11057,Desktop,Returning,United Kingdom,Direct,24,0,No,No
11058,Mobile,Returning,France,Direct,465,6,No,No
11059,Desktop,Returning,France,Discovery,85,2,No,No
11060,Desktop,Returning,France,Search,22,0,No,No
11061,Mobile,Returning,Other,Discovery,43,1,No,No
11062,Desktop,New,United Kingdom,Direct,48,0,No,No
11063,Mobile,Returning,Germany,Direct,54,1,No,No
11064,Desktop,Returning,Germany,Search,12,0,No,No
11065,Desktop,Returning,France,Search,169,3,No,No
11066,Desktop,Returning,Netherlands,Direct,18,2,No,No
11067,Desktop,New,Other,Search,72,2,No,No
11068,Mobile,Returning,Germany,Search,9,6,No,No
11069,Desktop,Returning,Germany,Search,428,2,Yes,No
11070,Mobile,Returning,Germany,Search,333,1,No,No
11071,Desktop,Returning,United Kingdom,Direct,301,0,No,No
11072,Desktop,New,France,Direct,37,0,No,No
11073,Desktop,New,Germany,Search,73,1,No,No
11074,Desktop,Returning,United Kingdom,Discovery,45,9,No,No
11075,Desktop,Returning,Germany,Discovery,48,10,Yes,No
11076,Desktop,Returning,United Kingdom,Discovery,41,7,Yes,No
11077,Desktop,Returning,United Kingdom,Discovery,517,6,No,No
11078,Desktop,Returning,Other,Direct,227,3,No,No
11079,Desktop,Returning,Netherlands,Search,450,1,Yes,No
11080,Desktop,Returning,Germany,Search,39,0,Yes,Yes
11081,Desktop,Returning,United Kingdom,Search,267,4,No,No
11082,Mobile,Returning,Netherlands,Search,56,2,No,No
11083,Desktop,Returning,United Kingdom,Discovery,275,6,No,No
11084,Desktop,New,France,Discovery,35,1,No,No
11085,Desktop,Returning,United Kingdom,Discovery,77,1,No,No
11086,Mobile,Returning,Netherlands,Direct,190,6,No,No
11087,Desktop,Returning,Germany,Search,147,0,No,No
11088,Mobile,Returning,Other,Direct,94,0,No,No
11089,Desktop,Returning,Other,Search,66,0,No,No
11090,Desktop,Returning,United Kingdom,Direct,154,2,No,No
11091,Desktop,Returning,United Kingdom,Discovery,533,0,Yes,No
11092,Desktop,Returning,Other,Discovery,35,0,No,No
11093,Desktop,New,France,Search,526,7,No,No
11094,Desktop,Returning,France,Direct,166,0,No,No
11095,Mobile,New,Germany,Direct,270,1,No,No
11096,Desktop,Returning,Germany,Direct,451,0,No,No
11097,Desktop,Returning,United Kingdom,Search,43,8,Yes,Yes
11098,Desktop,Returning,United Kingdom,Search,184,1,Yes,No
11099,Mobile,Returning,France,Direct,550,5,No,No
11100,Mobile,Returning,Other,Direct,28,1,No,No
11101,Desktop,Returning,Other,Discovery,532,0,Yes,Yes
11102,Mobile,New,France,Search,23,4,No,No
11103,Desktop,Returning,Other,Direct,25,7,No,No
11104,Desktop,Returning,Other,Search,352,2,No,No
11105,Desktop,Returning,Netherlands,Direct,15,0,No,No
11106,Desktop,Returning,Other,Search,279,0,No,No
11107,Mobile,Returning,France,Discovery,143,1,No,No
11108,Mobile,Returning,France,Discovery,222,1,No,No
11109,Desktop,New,France,Search,16,2,No,No
11110,Desktop,Returning,France,Discovery,250,1,No,No
11111,Desktop,New,United Kingdom,Search,437,1,No,No
11112,Desktop,Returning,France,Search,17,9,Yes,No
11113,Mobile,Returning,France,Discovery,292,1,No,No
11114,Desktop,Returning,United Kingdom,Discovery,398,2,Yes,Yes
11115,Desktop,Returning,United Kingdom,Direct,484,0,No,No
11116,Desktop,Returning,France,Direct,93,4,No,No
11117,Desktop,New,Netherlands,Search,244,6,No,No
11118,Desktop,Returning,France,Discovery,153,1,No,No
11119,Mobile,Returning,France,Search,10,1,No,No
11120,Desktop,New,France,Search,105,3,No,No
11121,Desktop,Returning,France,Direct,24,4,No,No
11122,Desktop,Returning,Other,Direct,464,0,No,No
11123,Desktop,Returning,Germany,Direct,356,6,No,No
11124,Mobile,Returning,France,Discovery,133,4,No,No
11125,Desktop,Returning,Germany,Direct,54,2,No,No
11126,Desktop,Returning,Netherlands,Direct,123,0,No,No
11127,Desktop,Returning,France,Discovery,8,5,No,No
11128,Desktop,Returning,Netherlands,Discovery,12,3,No,No
11129,Desktop,Returning,France,Search,43,2,Yes,No
11130,Mobile,Returning,France,Discovery,50,2,No,No
11131,Desktop,Returning,Other,Discovery,7,0,No,No
11132,Desktop,Returning,Other,Discovery,17,0,No,No
11133,Mobile,Returning,France,Search,321,1,No,No
11134,Mobile,Returning,France,Search,249,1,No,No
11135,Desktop,Returning,France,Direct,0,3,No,No
11136,Desktop,Returning,France,Direct,173,0,No,No
11137,Desktop,Returning,Germany,Search,224,0,Yes,No
11138,Desktop,Returning,France,Discovery,282,7,No,No
11139,Desktop,Returning,United Kingdom,Discovery,37,3,Yes,No
11140,Desktop,Returning,France,Direct,229,3,No,No
11141,Desktop,Returning,United Kingdom,Direct,120,2,No,No
11142,Desktop,Returning,Netherlands,Search,143,4,No,No
11143,Desktop,Returning,France,Search,193,0,No,No
11144,Mobile,Returning,Other,Direct,11,2,No,No
11145,Desktop,Returning,Germany,Discovery,3,1,No,No
11146,Mobile,New,United Kingdom,Direct,160,2,No,No
11147,Desktop,Returning,Other,Direct,383,9,No,No
11148,Desktop,Returning,Germany,Direct,490,1,No,No
11149,Desktop,Returning,United Kingdom,Direct,139,2,No,No
11150,Desktop,Returning,France,Direct,299,3,No,No
11151,Desktop,New,Other,Search,449,1,No,No
11152,Desktop,Returning,Netherlands,Direct,275,9,No,No
11153,Desktop,Returning,France,Direct,129,5,No,No
11154,Desktop,Returning,Other,Discovery,136,4,No,No
11155,Desktop,Returning,Other,Discovery,40,7,No,No
11156,Desktop,Returning,Other,Direct,91,0,No,No
11157,Mobile,Returning,France,Direct,449,0,No,No
11158,Desktop,Returning,Germany,Search,90,5,No,No
11159,Desktop,Returning,United Kingdom,Direct,185,3,No,No
11160,Desktop,Returning,United Kingdom,Discovery,29,0,Yes,No
11161,Mobile,Returning,United Kingdom,Search,326,1,No,No
11162,Desktop,Returning,Netherlands,Direct,13,0,No,No
11163,Desktop,New,Other,Direct,5,1,No,No
11164,Mobile,Returning,France,Search,7,7,No,No
11165,Desktop,Returning,Other,Discovery,289,3,No,No
11166,Desktop,Returning,United Kingdom,Direct,76,2,No,No
11167,Desktop,Returning,Germany,Search,19,4,No,No
11168,Desktop,Returning,Netherlands,Direct,144,2,No,No
11169,Mobile,Returning,Other,Discovery,282,1,No,No
11170,Desktop,New,Other,Search,66,2,No,No
11171,Desktop,Returning,United Kingdom,Direct,250,1,No,No
11172,Desktop,Returning,Germany,Direct,150,4,No,No
11173,Desktop,Returning,Netherlands,Search,264,7,No,No
11174,Mobile,Returning,Netherlands,Search,530,2,No,No
11175,Desktop,Returning,Other,Search,374,1,Yes,No
11176,Mobile,Returning,Netherlands,Direct,11,0,No,No
11177,Desktop,Returning,United Kingdom,Discovery,6,3,No,No
11178,Mobile,Returning,Netherlands,Direct,54,2,No,No
11179,Mobile,Returning,Other,Search,3,0,No,No
11180,Desktop,Returning,France,Discovery,128,4,Yes,No
11181,Desktop,Returning,Netherlands,Discovery,179,2,No,No
11182,Desktop,Returning,United Kingdom,Search,18,0,Yes,No
11183,Desktop,New,Germany,Search,138,1,No,No
11184,Desktop,Returning,Other,Search,141,5,Yes,Yes
11185,Desktop,Returning,Other,Search,32,6,No,No
11186,Desktop,Returning,United Kingdom,Discovery,19,0,No,No
11187,Mobile,Returning,Netherlands,Search,155,7,No,No
11188,Desktop,New,Germany,Discovery,56,2,No,No
11189,Desktop,New,Netherlands,Search,272,4,No,No
11190,Desktop,Returning,Germany,Discovery,50,6,No,No
11191,Mobile,Returning,France,Direct,26,4,No,No
11192,Mobile,Returning,France,Search,148,0,No,No
11193,Desktop,Returning,Germany,Direct,4,0,No,No
11194,Mobile,New,Germany,Search,164,4,No,No
11195,Desktop,Returning,United Kingdom,Discovery,58,3,Yes,No
11196,Desktop,New,Netherlands,Search,44,2,No,No
11197,Desktop,Returning,Other,Discovery,203,3,Yes,No
11198,Mobile,Returning,Other,Search,259,1,No,No
11199,Desktop,Returning,Germany,Search,194,3,No,No
11200,Desktop,Returning,Netherlands,Discovery,92,0,Yes,Yes
11201,Desktop,Returning,United Kingdom,Discovery,7,2,No,No
11202,Desktop,Returning,Germany,Direct,299,5,No,No
11203,Desktop,New,Netherlands,Discovery,30,7,No,No
11204,Desktop,Returning,Netherlands,Direct,43,0,No,No
11205,Desktop,Returning,Other,Search,59,3,No,No
11206,Desktop,New,Germany,Discovery,33,0,No,No
11207,Desktop,Returning,Netherlands,Discovery,549,2,No,No
11208,Desktop,Returning,United Kingdom,Search,193,0,Yes,No
11209,Mobile,Returning,Germany,Search,369,0,No,No
11210,Desktop,Returning,Other,Direct,21,3,No,No
11211,Desktop,Returning,Netherlands,Discovery,163,0,No,No
11212,Desktop,Returning,United Kingdom,Search,254,6,No,No
11213,Desktop,Returning,Germany,Search,12,0,No,No
11214,Desktop,Returning,Netherlands,Search,27,2,No,No
11215,Desktop,New,Germany,Direct,323,3,No,No
11216,Mobile,Returning,Netherlands,Direct,475,5,No,No
11217,Desktop,Returning,United Kingdom,Direct,54,2,No,No
11218,Desktop,Returning,Other,Direct,216,7,No,No
11219,Mobile,Returning,Netherlands,Discovery,386,0,No,No
11220,Desktop,Returning,Netherlands,Search,452,4,Yes,No
11221,Mobile,New,Netherlands,Search,181,4,No,No
11222,Mobile,Returning,United Kingdom,Discovery,541,2,No,No
11223,Desktop,New,Germany,Discovery,146,0,No,No
11224,Desktop,Returning,France,Direct,126,3,No,No
11225,Mobile,Returning,Germany,Direct,96,1,No,No
11226,Desktop,Returning,Netherlands,Discovery,148,3,Yes,Yes
11227,Desktop,Returning,Netherlands,Discovery,26,4,No,No
11228,Mobile,New,Netherlands,Search,260,4,No,No
11229,Desktop,Returning,Other,Discovery,122,2,No,No
11230,Mobile,Returning,Germany,Discovery,82,1,No,No
11231,Desktop,Returning,Netherlands,Search,452,3,Yes,No
11232,Mobile,Returning,Other,Search,263,1,No,No
11233,Desktop,Returning,Netherlands,Search,100,2,No,No
11234,Desktop,Returning,Germany,Direct,54,1,No,No
11235,Desktop,Returning,Germany,Search,225,3,No,No
11236,Desktop,Returning,Netherlands,Search,590,0,No,No
11237,Desktop,Returning,Netherlands,Search,512,0,No,No
11238,Desktop,Returning,France,Search,132,4,Yes,No
11239,Mobile,Returning,France,Search,46,0,No,No
11240,Desktop,Returning,Netherlands,Discovery,26,1,Yes,Yes
11241,Desktop,Returning,Other,Search,69,4,No,No
11242,Desktop,Returning,Netherlands,Direct,138,0,No,No
11243,Desktop,Returning,Germany,Direct,607,4,No,No
11244,Mobile,New,United Kingdom,Direct,473,2,No,No
11245,Desktop,Returning,Other,Discovery,113,7,No,No
11246,Desktop,Returning,United Kingdom,Discovery,392,0,No,No
11247,Mobile,Returning,Other,Direct,258,4,No,No
11248,Mobile,Returning,France,Direct,72,2,No,No
11249,Desktop,Returning,Other,Direct,213,1,No,No
11250,Mobile,New,France,Direct,1,2,No,No
11251,Mobile,Returning,Germany,Direct,22,3,No,No
11252,Desktop,Returning,France,Direct,179,2,No,No
11253,Desktop,Returning,United Kingdom,Direct,62,2,No,No
11254,Desktop,Returning,France,Search,166,9,No,No
11255,Desktop,New,Germany,Discovery,141,0,No,No
11256,Mobile,Returning,United Kingdom,Search,288,0,No,No
11257,Desktop,Returning,Netherlands,Direct,110,6,No,No
11258,Mobile,Returning,France,Discovery,217,1,No,No
11259,Desktop,Returning,United Kingdom,Search,70,0,Yes,No
11260,Desktop,Returning,United Kingdom,Search,118,9,Yes,No
11261,Desktop,Returning,France,Search,62,3,Yes,Yes
11262,Desktop,Returning,United Kingdom,Direct,232,2,No,No
11263,Desktop,Returning,Germany,Discovery,75,9,No,No
11264,Desktop,Returning,Netherlands,Search,111,4,No,No
11265,Mobile,Returning,France,Search,416,1,No,No
11266,Mobile,New,Other,Discovery,5,5,No,No
11267,Desktop,Returning,France,Search,5,1,No,No
11268,Mobile,Returning,Netherlands,Discovery,13,0,No,No
11269,Desktop,Returning,United Kingdom,Discovery,241,6,Yes,Yes
11270,Desktop,New,United Kingdom,Discovery,343,2,No,No
11271,Desktop,Returning,Netherlands,Discovery,36,1,Yes,No
11272,Desktop,New,Other,Discovery,115,2,No,No
11273,Desktop,Returning,United Kingdom,Discovery,318,0,Yes,No
11274,Desktop,New,Germany,Search,194,3,No,No
11275,Desktop,New,Other,Direct,528,5,No,No
11276,Desktop,Returning,France,Search,160,4,No,No
11277,Mobile,Returning,Other,Direct,101,4,No,No
11278,Desktop,New,Other,Search,128,4,No,No
11279,Mobile,Returning,Other,Search,100,0,No,No
11280,Desktop,Returning,Netherlands,Search,1,1,Yes,Yes
11281,Desktop,Returning,Other,Search,2,3,No,No
11282,Desktop,Returning,Germany,Direct,87,3,No,No
11283,Mobile,Returning,Germany,Search,178,0,No,No
11284,Mobile,Returning,France,Direct,48,6,No,No
11285,Desktop,Returning,Netherlands,Discovery,60,4,No,No
11286,Desktop,Returning,Other,Direct,44,8,No,No
11287,Mobile,Returning,Germany,Search,113,1,No,No
11288,Mobile,Returning,Other,Discovery,85,0,No,No
11289,Desktop,Returning,Other,Direct,223,0,No,No
11290,Mobile,Returning,Other,Search,286,9,No,No
11291,Desktop,Returning,Netherlands,Direct,90,0,No,No
11292,Desktop,Returning,United Kingdom,Search,157,0,No,No
11293,Mobile,New,United Kingdom,Direct,77,0,No,No
11294,Desktop,Returning,Germany,Search,32,1,No,No
11295,Desktop,New,France,Direct,286,1,No,No
11296,Mobile,New,France,Discovery,377,4,No,No
11297,Mobile,Returning,Other,Discovery,157,0,No,No
11298,Desktop,Returning,Germany,Direct,427,1,No,No
11299,Desktop,Returning,Other,Search,43,5,No,No
11300,Desktop,Returning,Netherlands,Direct,138,0,No,No
11301,Desktop,Returning,France,Direct,374,3,No,No
11302,Desktop,Returning,Germany,Direct,346,0,No,No
11303,Desktop,Returning,France,Direct,78,9,No,No
11304,Mobile,Returning,Netherlands,Search,401,6,No,No
11305,Desktop,Returning,Germany,Search,561,5,No,No
11306,Mobile,Returning,Germany,Discovery,287,3,No,No
11307,Mobile,Returning,Netherlands,Direct,68,5,No,No
11308,Desktop,Returning,United Kingdom,Search,11,0,No,No
11309,Desktop,Returning,United Kingdom,Direct,442,3,No,No
11310,Desktop,Returning,United Kingdom,Search,88,3,No,No
11311,Mobile,Returning,Other,Discovery,135,1,No,No
11312,Mobile,Returning,Germany,Search,50,1,No,No
11313,Desktop,Returning,United Kingdom,Discovery,112,3,No,No
11314,Mobile,New,Netherlands,Search,288,1,No,No
11315,Desktop,Returning,Other,Search,340,1,No,No
11316,Mobile,Returning,United Kingdom,Search,157,2,No,No
11317,Mobile,New,Netherlands,Discovery,351,3,No,No
11318,Desktop,Returning,United Kingdom,Search,366,7,Yes,No
11319,Desktop,Returning,France,Discovery,218,2,No,No
11320,Mobile,Returning,United Kingdom,Search,163,2,No,No
11321,Desktop,Returning,Other,Direct,262,4,No,No
11322,Desktop,Returning,United Kingdom,Discovery,282,0,No,No
11323,Desktop,Returning,Other,Direct,1,0,No,No
11324,Desktop,Returning,Other,Direct,13,0,No,No
11325,Mobile,Returning,Germany,Direct,39,4,No,No
11326,Desktop,Returning,Netherlands,Discovery,55,1,Yes,Yes
11327,Desktop,Returning,Netherlands,Search,251,2,No,No
11328,Desktop,Returning,Other,Direct,94,2,No,No
11329,Desktop,Returning,United Kingdom,Direct,71,5,No,No
11330,Desktop,Returning,United Kingdom,Discovery,95,5,Yes,Yes
11331,Desktop,Returning,Other,Direct,161,0,No,No
11332,Mobile,Returning,Germany,Search,132,7,No,No
11333,Desktop,New,Other,Discovery,93,10,No,No
11334,Desktop,Returning,France,Discovery,6,3,No,No
11335,Mobile,New,Other,Search,15,4,No,No
11336,Desktop,Returning,France,Direct,308,4,No,No
11337,Desktop,Returning,France,Search,409,8,No,No
11338,Desktop,Returning,Netherlands,Search,77,3,Yes,No
11339,Desktop,Returning,France,Discovery,39,1,No,No
11340,Desktop,Returning,United Kingdom,Search,143,5,No,No
11341,Desktop,New,Germany,Direct,31,1,No,No
11342,Desktop,Returning,United Kingdom,Direct,144,1,No,No
11343,Desktop,Returning,United Kingdom,Discovery,304,0,Yes,Yes
11344,Desktop,Returning,Germany,Direct,134,7,No,No
11345,Desktop,New,Other,Discovery,231,2,No,No
11346,Desktop,Returning,Netherlands,Direct,493,1,No,No
11347,Desktop,Returning,Germany,Direct,426,6,No,No
11348,Mobile,Returning,France,Search,216,1,No,No
11349,Desktop,Returning,Other,Discovery,18,3,No,No
11350,Desktop,Returning,Netherlands,Direct,100,0,No,No
11351,Desktop,Returning,Netherlands,Direct,221,2,No,No
11352,Mobile,Returning,Other,Direct,368,1,No,No
11353,Desktop,Returning,Other,Discovery,144,7,No,No
11354,Desktop,Returning,Netherlands,Direct,452,1,No,No
11355,Mobile,Returning,France,Search,291,0,No,No
11356,Desktop,Returning,United Kingdom,Discovery,70,3,Yes,No
11357,Desktop,Returning,Netherlands,Search,114,1,No,No
11358,Desktop,New,France,Discovery,519,0,No,No
11359,Desktop,Returning,France,Direct,506,3,No,No
11360,Desktop,New,France,Search,146,4,No,No
11361,Mobile,Returning,France,Discovery,18,1,No,No
11362,Mobile,Returning,France,Direct,72,3,No,No
11363,Desktop,Returning,Germany,Search,401,2,No,No
11364,Desktop,New,Netherlands,Discovery,3,1,No,No
11365,Desktop,Returning,United Kingdom,Discovery,362,6,Yes,No
11366,Desktop,Returning,Other,Discovery,252,3,No,No
11367,Desktop,Returning,Other,Search,90,0,No,No
11368,Desktop,Returning,Netherlands,Search,323,9,Yes,Yes
11369,Mobile,Returning,Germany,Discovery,258,3,No,No
11370,Mobile,Returning,Other,Direct,218,6,No,No
11371,Mobile,Returning,Netherlands,Discovery,13,1,No,No
11372,Desktop,Returning,France,Discovery,333,6,No,No
11373,Mobile,Returning,Netherlands,Search,104,0,No,No
11374,Mobile,Returning,Germany,Discovery,113,4,No,No
11375,Desktop,Returning,Netherlands,Search,508,0,No,No
11376,Mobile,Returning,France,Discovery,177,0,No,No
11377,Desktop,Returning,Other,Direct,89,1,No,No
11378,Desktop,Returning,France,Discovery,143,2,No,No
11379,Desktop,New,United Kingdom,Discovery,25,7,No,No
11380,Desktop,Returning,Netherlands,Search,90,3,No,No
11381,Mobile,Returning,United Kingdom,Direct,164,1,No,No
11382,Desktop,Returning,Germany,Search,174,4,No,No
11383,Desktop,New,Germany,Search,11,0,No,No
11384,Desktop,Returning,Germany,Search,434,0,No,No
11385,Desktop,Returning,France,Discovery,544,1,No,No
11386,Mobile,Returning,Germany,Direct,253,5,No,No
11387,Mobile,Returning,United Kingdom,Search,306,0,No,No
11388,Desktop,Returning,Germany,Discovery,11,5,No,No
11389,Desktop,Returning,Germany,Search,236,2,No,No
11390,Desktop,New,Germany,Discovery,206,1,No,No
11391,Desktop,New,Germany,Direct,347,4,No,No
11392,Mobile,Returning,Other,Direct,0,3,No,No
11393,Mobile,Returning,France,Search,173,0,No,No
11394,Desktop,Returning,Germany,Discovery,338,0,No,No
11395,Desktop,Returning,Netherlands,Search,331,1,Yes,Yes
11396,Desktop,Returning,United Kingdom,Discovery,197,1,Yes,Yes
11397,Desktop,Returning,Netherlands,Discovery,335,2,No,No
11398,Mobile,Returning,United Kingdom,Search,398,0,No,No
11399,Mobile,New,United Kingdom,Search,6,2,No,No
11400,Mobile,Returning,United Kingdom,Direct,265,0,No,No
11401,Desktop,Returning,United Kingdom,Direct,58,5,Yes,No
11402,Desktop,Returning,Other,Discovery,126,1,No,No
11403,Desktop,Returning,Netherlands,Discovery,37,1,Yes,No
11404,Desktop,Returning,France,Search,281,6,No,No
11405,Mobile,Returning,United Kingdom,Search,31,1,No,No
11406,Desktop,Returning,Germany,Direct,290,1,No,No
11407,Desktop,Returning,Other,Direct,269,3,No,No
11408,Desktop,Returning,France,Direct,114,2,No,No
11409,Desktop,Returning,Germany,Search,7,3,No,No
11410,Desktop,Returning,United Kingdom,Search,208,5,Yes,No
11411,Desktop,Returning,Germany,Discovery,28,1,No,No
11412,Desktop,Returning,France,Search,53,2,No,No
11413,Mobile,Returning,Germany,Discovery,34,3,No,No
11414,Desktop,Returning,Other,Discovery,333,1,No,No
11415,Desktop,New,Germany,Direct,316,0,No,No
11416,Desktop,Returning,Netherlands,Discovery,244,1,No,No
11417,Desktop,Returning,Netherlands,Search,193,2,No,No
11418,Mobile,Returning,Other,Discovery,14,1,No,No
11419,Desktop,Returning,Netherlands,Discovery,64,2,No,No
11420,Mobile,Returning,France,Discovery,125,1,No,No
11421,Mobile,Returning,France,Direct,62,4,No,No
11422,Desktop,Returning,France,Search,394,2,No,No
11423,Desktop,Returning,United Kingdom,Discovery,6,8,Yes,No
11424,Mobile,Returning,France,Discovery,406,0,No,No
11425,Desktop,Returning,Germany,Discovery,130,0,No,No
11426,Mobile,Returning,Germany,Discovery,19,0,No,No
11427,Desktop,Returning,Other,Discovery,149,0,No,No
11428,Desktop,New,United Kingdom,Discovery,2,2,No,No
11429,Desktop,Returning,Germany,Search,210,2,No,No
11430,Mobile,New,Netherlands,Discovery,501,2,No,No
11431,Desktop,Returning,Germany,Discovery,20,4,No,No
11432,Desktop,Returning,Germany,Direct,588,3,No,No
11433,Desktop,Returning,Germany,Direct,202,2,No,No
11434,Desktop,Returning,Netherlands,Search,211,0,No,No
11435,Desktop,Returning,Netherlands,Discovery,422,8,No,No
11436,Desktop,Returning,United Kingdom,Direct,63,4,No,No
11437,Desktop,New,Other,Search,36,4,No,No
11438,Desktop,Returning,Germany,Direct,122,7,No,No
11439,Mobile,Returning,Other,Search,22,4,No,No
11440,Desktop,Returning,Germany,Search,298,4,No,No
11441,Desktop,New,Other,Search,338,0,No,No
11442,Desktop,Returning,France,Search,17,0,No,No
11443,Desktop,Returning,Other,Search,9,2,Yes,No
11444,Desktop,New,Germany,Search,25,1,No,No
11445,Mobile,Returning,Netherlands,Discovery,284,0,No,No
11446,Desktop,Returning,United Kingdom,Direct,109,0,No,No
11447,Desktop,Returning,Netherlands,Discovery,167,0,No,No
11448,Desktop,Returning,France,Discovery,59,1,No,No
11449,Mobile,Returning,Netherlands,Direct,116,1,No,No
11450,Desktop,New,Other,Discovery,129,0,No,No
11451,Desktop,Returning,Germany,Discovery,388,3,Yes,No
11452,Mobile,Returning,Germany,Discovery,414,0,No,No
11453,Desktop,Returning,United Kingdom,Search,54,5,No,No
11454,Desktop,Returning,Other,Search,294,2,No,No
11455,Desktop,Returning,France,Direct,252,4,No,No
11456,Desktop,Returning,France,Direct,99,2,No,No
11457,Desktop,Returning,Germany,Direct,46,0,No,No
11458,Desktop,Returning,Other,Discovery,217,5,No,No
11459,Desktop,Returning,Other,Search,176,3,Yes,No
11460,Desktop,Returning,Netherlands,Search,413,9,No,No
11461,Desktop,Returning,France,Discovery,99,1,No,No
11462,Desktop,Returning,Germany,Search,216,5,No,No
11463,Desktop,New,Germany,Direct,158,10,No,No
11464,Desktop,Returning,Other,Search,31,3,Yes,No
11465,Desktop,Returning,Other,Discovery,187,0,No,No
11466,Desktop,Returning,United Kingdom,Discovery,78,1,No,No
11467,Desktop,Returning,France,Search,173,3,No,No
11468,Mobile,Returning,Other,Search,178,5,No,No
11469,Desktop,Returning,United Kingdom,Direct,544,3,No,No
11470,Desktop,Returning,Netherlands,Search,392,4,No,No
